id,platform,lang,kind,town,service,caption,chars,link,media_required,media_kind,media_brief,media_url,video_script,status,scheduled_for
"faq-contractor-insurance-all-es-facebook","facebook","es","faq","","contractor-insurance","¿Cuánta aseguranza de responsabilidad civil necesito para registrarme como contratista en NJ?

La regulación de Nueva Jersey (N.J.A.C.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","438","https://example-placeholder.com/es/seguro-para-contratistas","false","","","","","draft",""
"faq-contractor-insurance-all-es-instagram","instagram","es","faq","","contractor-insurance","¿Cuánta aseguranza de responsabilidad civil necesito para registrarme como contratista en NJ?

La regulación de Nueva Jersey (N.J.A.C.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","438","https://example-placeholder.com/es/seguro-para-contratistas","true","image","Tarjeta de texto: la pregunta grande arriba, la respuesta corta abajo. Alto contraste, legible en móvil.","","","draft",""
"faq-contractor-insurance-all-es-tiktok","tiktok","es","faq","","contractor-insurance","¿Cuánta aseguranza de responsabilidad civil necesito para registrarme como contratista en NJ?

La regulación de Nueva Jersey (N.J.A.C.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","438","https://example-placeholder.com/es/seguro-para-contratistas","true","video","Tarjeta de texto: la pregunta grande arriba, la respuesta corta abajo. Alto contraste, legible en móvil.","","GANCHO (0-3s): ""¿Cuánta aseguranza de responsabilidad civil necesito para registrarme como contratista en NJ?""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"faq-contractor-insurance-all-en-facebook","facebook","en","faq","","contractor-insurance","How much liability insurance do I need to register as a contractor in NJ?

New Jersey regulation (N.J.A.C.

We connect you with a licensed NJ/NY agent, free.

https://example-placeholder.com/en/contractor-insurance

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","372","https://example-placeholder.com/en/contractor-insurance","false","","","","","draft",""
"faq-contractor-insurance-all-en-instagram","instagram","en","faq","","contractor-insurance","How much liability insurance do I need to register as a contractor in NJ?

New Jersey regulation (N.J.A.C.

We connect you with a licensed NJ/NY agent, free.

https://example-placeholder.com/en/contractor-insurance

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","372","https://example-placeholder.com/en/contractor-insurance","true","image","Text card: question large on top, short answer below. High contrast, readable on mobile.","","","draft",""
"faq-contractor-insurance-all-en-tiktok","tiktok","en","faq","","contractor-insurance","How much liability insurance do I need to register as a contractor in NJ?

New Jersey regulation (N.J.A.C.

We connect you with a licensed NJ/NY agent, free.

https://example-placeholder.com/en/contractor-insurance

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","372","https://example-placeholder.com/en/contractor-insurance","true","video","Text card: question large on top, short answer below. High contrast, readable on mobile.","","HOOK (0-3s): ""How much liability insurance do I need to register as a contractor in NJ?""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"faq-contractor-insurance-all-es-facebook","facebook","es","faq","","contractor-insurance","¿Necesito workers' comp si trabajo solo, sin empleados?

La ley de NJ (N.J.S.A.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","383","https://example-placeholder.com/es/seguro-para-contratistas","false","","","","","draft",""
"faq-contractor-insurance-all-es-instagram","instagram","es","faq","","contractor-insurance","¿Necesito workers' comp si trabajo solo, sin empleados?

La ley de NJ (N.J.S.A.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","383","https://example-placeholder.com/es/seguro-para-contratistas","true","image","Tarjeta de texto: la pregunta grande arriba, la respuesta corta abajo. Alto contraste, legible en móvil.","","","draft",""
"faq-contractor-insurance-all-es-tiktok","tiktok","es","faq","","contractor-insurance","¿Necesito workers' comp si trabajo solo, sin empleados?

La ley de NJ (N.J.S.A.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","383","https://example-placeholder.com/es/seguro-para-contratistas","true","video","Tarjeta de texto: la pregunta grande arriba, la respuesta corta abajo. Alto contraste, legible en móvil.","","GANCHO (0-3s): ""¿Necesito workers' comp si trabajo solo, sin empleados?""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"faq-contractor-insurance-all-en-facebook","facebook","en","faq","","contractor-insurance","Do I need workers' comp if I work alone with no employees?

NJ law (N.J.S.A.

We connect you with a licensed NJ/NY agent, free.

https://example-placeholder.com/en/contractor-insurance

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","342","https://example-placeholder.com/en/contractor-insurance","false","","","","","draft",""
"faq-contractor-insurance-all-en-instagram","instagram","en","faq","","contractor-insurance","Do I need workers' comp if I work alone with no employees?

NJ law (N.J.S.A.

We connect you with a licensed NJ/NY agent, free.

https://example-placeholder.com/en/contractor-insurance

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","342","https://example-placeholder.com/en/contractor-insurance","true","image","Text card: question large on top, short answer below. High contrast, readable on mobile.","","","draft",""
"faq-contractor-insurance-all-en-tiktok","tiktok","en","faq","","contractor-insurance","Do I need workers' comp if I work alone with no employees?

NJ law (N.J.S.A.

We connect you with a licensed NJ/NY agent, free.

https://example-placeholder.com/en/contractor-insurance

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","342","https://example-placeholder.com/en/contractor-insurance","true","video","Text card: question large on top, short answer below. High contrast, readable on mobile.","","HOOK (0-3s): ""Do I need workers' comp if I work alone with no employees?""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"faq-contractor-insurance-all-es-facebook","facebook","es","faq","","contractor-insurance","¿Qué tan rápido puedo tener un certificado (COI) para empezar un trabajo?

Cuando ya tienes una póliza activa, un certificado de seguro normalmente se emite el mismo día; en muchos casos en menos de una hora, porque es un documento que refleja una póliza que ya existe.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","573","https://example-placeholder.com/es/seguro-para-contratistas","false","","","","","draft",""
"faq-contractor-insurance-all-es-instagram","instagram","es","faq","","contractor-insurance","¿Qué tan rápido puedo tener un certificado (COI) para empezar un trabajo?

Cuando ya tienes una póliza activa, un certificado de seguro normalmente se emite el mismo día; en muchos casos en menos de una hora, porque es un documento que refleja una póliza que ya existe.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","573","https://example-placeholder.com/es/seguro-para-contratistas","true","image","Tarjeta de texto: la pregunta grande arriba, la respuesta corta abajo. Alto contraste, legible en móvil.","","","draft",""
"faq-contractor-insurance-all-es-tiktok","tiktok","es","faq","","contractor-insurance","¿Qué tan rápido puedo tener un certificado (COI) para empezar un trabajo?

Cuando ya tienes una póliza activa, un certificado de seguro normalmente se emite el mismo día; en muchos casos en menos de una hora, porque es un documento que refleja una póliza que ya existe.

Te conectamos gratis con un agente con licencia en NJ y NY.

https://example-placeholder.com/es/seguro-para-contratistas

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","573","https://example-placeholder.com/es/seguro-para-contratistas","true","video","Tarjeta de texto: la pregunta grande arriba, la respuesta corta abajo. Alto contraste, legible en móvil.","","GANCHO (0-3s): ""¿Qué tan rápido puedo tener un certificado (COI) para empezar un trabajo?""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
